Log-ratio,p-value,minFDR,MSU Locus,Gene,Measure,Description
1.191397667,2.00862E-06,0.003915718,LOC_Os10g25130,LOC_Os10g25130,LOC_Os10g25130,"aminotransferase, classes I and II, domain containing protein, expressed"
1.190201283,0.003107173,0.031282211,LOC_Os10g39460,LOC_Os10g39460,LOC_Os10g39460,"selenium-binding protein-like, putative, expressed"
1.189706802,0.004857213,0.040504479,LOC_Os04g10350,LOC_Os04g10350,LOC_Os04g10350,"1-aminocyclopropane-1-carboxylate oxidase homolog 2, putative, expressed"
1.188688606,0.000439861,0.01177232,LOC_Os02g56820,LOC_Os02g56820,LOC_Os02g56820,"OsFBX69 - F-box domain containing protein, expressed"
1.188468933,0.004573763,0.039086037,LOC_Os08g32520,LOC_Os08g32520,LOC_Os08g32520,expressed protein
1.187876701,0.000201174,0.008612451,LOC_Os11g03780,LOC_Os11g03780,LOC_Os11g03780,"alpha-N-arabinofuranosidase, putative, expressed"
1.187102288,0.012332168,0.073525634,LOC_Os02g16940,LOC_Os02g16940,LOC_Os02g16940,"OsSub13 - Putative Subtilisin homologue, expressed"
1.186645806,0.015898324,0.086818316,LOC_Os07g33440,LOC_Os07g33440,LOC_Os07g33440,"cytochrome P450, putative, expressed"
1.184589148,0.006029381,0.046370933,LOC_Os07g03040,LOC_Os07g03040,LOC_Os07g03040,expressed protein
1.18447113,0.013213621,0.077003128,LOC_Os03g61960,LOC_Os03g61960,LOC_Os03g61960,"2Fe-2S iron-sulfur cluster binding domain containing protein, expressed"
1.183559567,0.000353543,0.010776504,LOC_Os07g02580,LOC_Os07g02580,LOC_Os07g02580,"ubiquinone oxidoreductase, putative, expressed"
1.180962801,0.000811262,0.015597068,LOC_Os06g49190,LOC_Os06g49190,LOC_Os06g49190,"LTPL154 - Protease inhibitor/seed storage/LTP family protein precursor, expressed"
1.18070671,1.69058E-05,0.00433666,LOC_Os12g18530,LOC_Os12g18530,LOC_Os12g18530,"nucleotidyltransferase, putative, expressed"
1.179384947,5.63929E-05,0.005748317,LOC_Os12g02120,LOC_Os12g02120,LOC_Os12g02120,"dual specificity protein phosphatase, putative, expressed"
1.179197609,0.002541259,0.027924828,LOC_Os06g47360,LOC_Os06g47360,LOC_Os06g47360,"beta-expansin precursor, putative, expressed"
1.178831577,0.000181524,0.008306615,LOC_Os06g43930,LOC_Os06g43930,LOC_Os06g43930,"OsProCP2 - Putative Lysosomal Pro-x Carboxypeptidase homologue, expressed"
1.178602636,0.00087202,0.016250828,LOC_Os02g30820,LOC_Os02g30820,LOC_Os02g30820,expressed protein
1.17857933,3.44288E-05,0.005218749,LOC_Os01g56470,LOC_Os01g56470,LOC_Os01g56470,"mal d 1-associated protein, putative, expressed"
1.177798033,0.000699375,0.014706546,LOC_Os06g06470,LOC_Os06g06470,LOC_Os06g06470,"U-box domain containing heat shock protein, putative, expressed"
1.177478313,0.00023597,0.00926029,LOC_Os05g14300,LOC_Os05g14300,LOC_Os05g14300,"ubiquitin-conjugating enzyme E2 O, putative, expressed"
1.177158117,0.001197868,0.018838665,LOC_Os07g29794,LOC_Os07g29794,LOC_Os07g29794,"calmodulin binding heat shock protein, putative, expressed"
1.177110553,0.000372218,0.010993933,LOC_Os05g42020,LOC_Os05g42020,LOC_Os05g42020,"UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed"
1.177051663,0.000463548,0.012040574,LOC_Os04g45020,LOC_Os04g45020,LOC_Os04g45020,"MYB family transcription factor, putative, expressed"
1.176671267,2.72179E-05,0.004943049,LOC_Os08g34240,LOC_Os08g34240,LOC_Os08g34240,"CAMK_KIN1/SNF1/Nim1_like.33 - CAMK includes calcium/calmodulin depedent protein kinases, expressed"
1.176037788,0.000411034,0.011383676,LOC_Os02g20970,LOC_Os02g20970,LOC_Os02g20970,"C2 domain containing protein, putative, expressed"
1.17593348,0.001579438,0.021569695,LOC_Os01g48000,LOC_Os01g48000,LOC_Os01g48000,"S-locus-like receptor protein kinase, putative, expressed"
1.175142765,2.62276E-06,0.003915718,LOC_Os06g12530,LOC_Os06g12530,LOC_Os06g12530,"CS domain containing protein, putative, expressed"
1.174425125,0.001102639,0.018253475,LOC_Os04g43390,LOC_Os04g43390,LOC_Os04g43390,"Os4bglu16 - monolignol beta-glucoside homologue, expressed"
1.174012184,0.008860217,0.059390016,LOC_Os05g39350,LOC_Os05g39350,LOC_Os05g39350,"PMR5, putative, expressed"
1.173650265,2.04446E-05,0.004656924,LOC_Os01g69100,LOC_Os01g69100,LOC_Os01g69100,expressed protein
1.173274785,0.001477394,0.020793614,LOC_Os09g32095,LOC_Os09g32095,LOC_Os09g32095,expressed protein
1.172393322,0.000232848,0.009215131,LOC_Os03g42464,LOC_Os03g42464,LOC_Os03g42464,expressed protein
1.172344685,0.00097982,0.017204105,LOC_Os02g01355,LOC_Os02g01355,LOC_Os02g01355,"MADS-box transcription factor, putative, expressed"
1.172314882,8.23855E-05,0.006296922,LOC_Os08g30820,LOC_Os08g30820,LOC_Os08g30820,"cleavage and polyadenylation specificity factor subunit 5, putative, expressed"
1.172011137,0.004090001,0.036683096,LOC_Os05g41500,LOC_Os05g41500,LOC_Os05g41500,expressed protein
1.17184639,0.017537091,0.092699528,LOC_Os03g54130,LOC_Os03g54130,LOC_Os03g54130,"cysteine protease 1 precursor, putative, expressed"
1.17075038,0.000360431,0.01084802,LOC_Os01g13420,LOC_Os01g13420,LOC_Os01g13420,"SOUL heme-binding protein, putative, expressed"
1.16819036,0.001352562,0.019946721,LOC_Os07g14600,LOC_Os07g14600,LOC_Os07g14600,"hydrolase, putative, expressed"
1.168064356,0.004171826,0.037060208,LOC_Os01g62900,LOC_Os01g62900,LOC_Os01g62900,"amino acid kinase, putative, expressed"
1.167830229,3.92537E-05,0.00533286,LOC_Os01g03870,LOC_Os01g03870,LOC_Os01g03870,expressed protein
1.164547823,0.011673542,0.071104213,LOC_Os03g57960,LOC_Os03g57960,LOC_Os03g57960,"cupin domain containing protein, expressed"
1.164538622,0.003624501,0.034091134,LOC_Os01g37950,LOC_Os01g37950,LOC_Os01g37950,expressed protein
1.162913322,0.000120415,0.007019215,LOC_Os08g03290,LOC_Os08g03290,LOC_Os08g03290,"glyceraldehyde-3-phosphate dehydrogenase, putative, expressed"
1.162824154,7.53521E-05,0.006096826,LOC_Os03g33580,LOC_Os03g33580,LOC_Os03g33580,"mitotic checkpoint protein, putative, expressed"
1.160521299,0.001051847,0.017776208,LOC_Os01g69010,LOC_Os01g69010,LOC_Os01g69010,"MATE efflux protein, putative, expressed"
1.159887791,0.000349141,0.01070699,LOC_Os04g02900,LOC_Os04g02900,LOC_Os04g02900,"dehydrogenase E1 component domain containing protein, expressed"
1.156592846,4.17044E-05,0.00533286,LOC_Os08g42590,LOC_Os08g42590,LOC_Os08g42590,"mtN19, putative, expressed"
1.156556815,0.001781069,0.022933387,LOC_Os02g11870,LOC_Os02g11870,LOC_Os02g11870,expressed protein
1.156538486,0.000164329,0.008012831,LOC_Os01g12750,LOC_Os01g12750,LOC_Os01g12750,"cytochrome P450, putative, expressed"
1.156361103,3.69335E-06,0.003915718,LOC_Os08g44520,LOC_Os08g44520,LOC_Os08g44520,"peptidyl-prolyl cis-trans isomerase, putative, expressed"
1.1547786,0.018664318,0.096934187,LOC_Os08g08690,LOC_Os08g08690,LOC_Os08g08690,expressed protein
1.154675126,0.001953026,0.024075067,LOC_Os07g39530,LOC_Os07g39530,LOC_Os07g39530,"BTBN16 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with non-phototropic hypocotyl 3 NPH3 domain, expressed"
1.15459007,0.002754508,0.029138551,LOC_Os07g15940,LOC_Os07g15940,LOC_Os07g15940,"legume lectins beta domain containing protein, expressed"
1.15418911,0.001787835,0.022971106,LOC_Os08g05540,LOC_Os08g05540,LOC_Os08g05540,expressed protein
1.153826952,1.42433E-05,0.004286233,LOC_Os06g46060,LOC_Os06g46060,LOC_Os06g46060,expressed protein
1.153401136,0.000310589,0.010345497,LOC_Os03g64060,LOC_Os03g64060,LOC_Os03g64060,expressed protein
1.152860165,0.000475768,0.012189604,LOC_Os01g50450,LOC_Os01g50450,LOC_Os01g50450,expressed protein
1.152597189,0.012571631,0.07453702,LOC_Os08g40910,LOC_Os08g40910,LOC_Os08g40910,expressed protein
1.152222395,0.006369055,0.048036683,LOC_Os11g05080,LOC_Os11g05080,LOC_Os11g05080,"powdery mildew resistant protein 5, putative, expressed"
1.152183056,0.001284149,0.01936713,LOC_Os06g19730,LOC_Os06g19730,LOC_Os06g19730,"HEAT repeat family protein, putative, expressed"
1.152057528,0.000999954,0.017370604,LOC_Os06g27400,LOC_Os06g27400,LOC_Os06g27400,expressed protein
1.15190196,0.000811211,0.015597068,LOC_Os08g43670,LOC_Os08g43670,LOC_Os08g43670,"RING-H2 finger protein ATL2B, putative, expressed"
1.150873184,0.000143448,0.00762123,LOC_Os07g10440,LOC_Os07g10440,LOC_Os07g10440,expressed protein
1.149788618,0.000309996,0.010345497,LOC_Os07g43390,LOC_Os07g43390,LOC_Os07g43390,"4-alpha-glucanotransferase, chloroplast precursor, putative, expressed"
1.14872402,0.004153664,0.036959049,LOC_Os09g16458,LOC_Os09g16458,LOC_Os09g16458,"pleiotropic drug resistance protein 4, putative, expressed"
1.147918701,0.008974331,0.059874589,LOC_Os05g11320,LOC_Os05g11320,LOC_Os05g11320,"metallothionein-like protein 3B, putative, expressed"
1.147694588,0.000358807,0.010834521,LOC_Os04g57320,LOC_Os04g57320,LOC_Os04g57320,"immutans protein, putative, expressed"
1.147232801,0.003349558,0.032537158,LOC_Os09g36950,LOC_Os09g36950,LOC_Os09g36950,expressed protein
1.146842957,0.014540081,0.082152048,LOC_Os01g48446,LOC_Os01g48446,LOC_Os01g48446,"no apical meristem protein, putative, expressed"
1.146653652,0.000116582,0.006984248,LOC_Os12g43630,LOC_Os12g43630,LOC_Os12g43630,"lactate/malate dehydrogenase, putative, expressed"
1.146423578,0.000200067,0.008591421,LOC_Os10g27120,LOC_Os10g27120,LOC_Os10g27120,expressed protein
1.145770192,0.005317192,0.042795146,LOC_Os02g05350,LOC_Os02g05350,LOC_Os02g05350,expressed protein
1.144563437,0.00265275,0.028541227,LOC_Os09g09500,LOC_Os09g09500,LOC_Os09g09500,"lectin-like receptor kinase, putative, expressed"
1.144062161,0.000622882,0.013913381,LOC_Os02g56334,LOC_Os02g56334,LOC_Os02g56334,"OsWAK18b - OsWAK short gene, expressed"
1.143849254,0.003669124,0.034333629,LOC_Os07g09050,LOC_Os07g09050,LOC_Os07g09050,"exostosin family protein, putative, expressed"
1.143698454,0.000275757,0.009863256,LOC_Os03g20550,LOC_Os03g20550,LOC_Os03g20550,"WRKY55, expressed"
1.143485904,0.000910809,0.016644459,LOC_Os02g13290,LOC_Os02g13290,LOC_Os02g13290,"phosphoethanolamine/phosphocholine phosphatase, putative, expressed"
1.142903328,0.000130052,0.007326247,LOC_Os04g23140,LOC_Os04g23140,LOC_Os04g23140,expressed protein
1.142707348,0.009994411,0.063971557,LOC_Os11g10770,LOC_Os11g10770,LOC_Os11g10770,"disease resistance protein RGA3, putative, expressed"
1.142529488,0.000723635,0.014889047,LOC_Os03g11590,LOC_Os03g11590,LOC_Os03g11590,"integral membrane protein, putative, expressed"
1.142390966,0.010152671,0.064653146,LOC_Os01g64360,LOC_Os01g64360,LOC_Os01g64360,"MYB family transcription factor, putative, expressed"
1.142382383,0.000137872,0.0074774,LOC_Os03g20870,LOC_Os03g20870,LOC_Os03g20870,"zinc finger, C3HC4 type domain containing protein, expressed"
1.141712666,0.001753071,0.022772042,LOC_Os05g33900,LOC_Os05g33900,LOC_Os05g33900,"auxin-induced protein 5NG4, putative, expressed"
1.140826523,0.000436109,0.011718688,LOC_Os02g49710,LOC_Os02g49710,LOC_Os02g49710,"RING finger protein, putative, expressed"
1.140152454,0.000402947,0.011288969,LOC_Os03g53910,LOC_Os03g53910,LOC_Os03g53910,"tetratricopeptide repeat domain containing protein, expressed"
1.139265895,0.000265053,0.009647165,LOC_Os03g35750,LOC_Os03g35750,LOC_Os03g35750,expressed protein
1.139228344,0.00052135,0.012726157,LOC_Os04g58320,LOC_Os04g58320,LOC_Os04g58320,"zinc finger, RING-type, putative, expressed"
1.138998032,0.00652542,0.048747696,LOC_Os02g51000,LOC_Os02g51000,LOC_Os02g51000,"CS domain containing protein, putative, expressed"
1.138713717,0.001203535,0.018849992,LOC_Os07g44280,LOC_Os07g44280,LOC_Os07g44280,"dirigent, putative, expressed"
1.13860023,0.014486287,0.082013947,LOC_Os01g43720,LOC_Os01g43720,LOC_Os01g43720,"cytochrome P450 72A1, putative, expressed"
1.138160944,0.002733237,0.029016256,LOC_Os07g40860,LOC_Os07g40860,LOC_Os07g40860,"retrotransposon protein, putative, unclassified, expressed"
1.137866974,0.008740686,0.058934948,LOC_Os04g12010,LOC_Os04g12010,LOC_Os04g12010,"glycosyltransferase, putative, expressed"
1.137524605,0.001515403,0.021093853,LOC_Os07g40986,LOC_Os07g40986,LOC_Os07g40986,"NAD dependent epimerase/dehydratase family protein, putative, expressed"
1.137205839,0.001569762,0.021513404,LOC_Os02g16630,LOC_Os02g16630,LOC_Os02g16630,"tryptophan biosynthesis protein trpCF, putative, expressed"
1.137123346,0.000164749,0.008012831,LOC_Os06g14400,LOC_Os06g14400,LOC_Os06g14400,"1-aminocyclopropane-1-carboxylate oxidase homolog 4, putative, expressed"
1.137056112,0.017635821,0.093068961,LOC_Os04g36750,LOC_Os04g36750,LOC_Os04g36750,"hsp20/alpha crystallin family protein, putative, expressed"
1.136980414,0.001263352,0.019287868,LOC_Os07g37400,LOC_Os07g37400,LOC_Os07g37400,"OsFBX257 - F-box domain containing protein, expressed"
1.13581562,0.00012115,0.007042505,LOC_Os02g50860,LOC_Os02g50860,LOC_Os02g50860,"ras-related protein, putative, expressed"
1.134169579,0.000433087,0.011688055,LOC_Os04g39420,LOC_Os04g39420,LOC_Os04g39420,"6-phosphofructokinase 2, putative, expressed"
1.134144306,4.11138E-05,0.00533286,LOC_Os08g01350,LOC_Os08g01350,LOC_Os08g01350,"transmembrane protein 18, putative, expressed"
1.133985043,0.010824311,0.067569613,LOC_Os02g39884,LOC_Os02g39884,LOC_Os02g39884,expressed protein
1.133907199,0.004937871,0.040916574,LOC_Os11g28170,LOC_Os11g28170,LOC_Os11g28170,expressed protein
1.133506775,3.22169E-05,0.005076223,LOC_Os10g10500,LOC_Os10g10500,LOC_Os10g10500,"vacuolar ATP synthase 98 kDa subunit, putative, expressed"
1.131994486,0.000601261,0.013680814,LOC_Os02g04410,LOC_Os02g04410,LOC_Os02g04410,expressed protein
1.131990433,4.7816E-05,0.005511324,LOC_Os11g21804,LOC_Os11g21804,LOC_Os11g21804,expressed protein
1.131373167,0.000576192,0.013372071,LOC_Os03g02390,LOC_Os03g02390,LOC_Os03g02390,"mitochondrial import inner membrane translocase subunit Tim17, putative, expressed"
1.12995863,0.010078188,0.064344245,LOC_Os01g51030,LOC_Os01g51030,LOC_Os01g51030,expressed protein
1.127866268,2.04002E-07,0.001425022,LOC_Os03g21690,LOC_Os03g21690,LOC_Os03g21690,"lung seven transmembrane domain containing protein, putative, expressed"
1.127842546,0.00028456,0.009997054,LOC_Os03g58800,LOC_Os03g58800,LOC_Os03g58800,"ATPase, putative, expressed"
1.125932455,0.002003301,0.024443314,LOC_Os05g49070,LOC_Os05g49070,LOC_Os05g49070,"dehydrogenase, putative, expressed"
1.12583971,2.77156E-05,0.004943049,LOC_Os02g57260,LOC_Os02g57260,LOC_Os02g57260,"3-ketoacyl-CoA thiolase, peroxisomal precursor, putative, expressed"
1.125787258,0.004399761,0.038218197,LOC_Os07g31884,LOC_Os07g31884,LOC_Os07g31884,"MATE efflux family protein, putative, expressed"
1.124705493,0.000121842,0.007072917,LOC_Os12g39400,LOC_Os12g39400,LOC_Os12g39400,"ZOS12-09 - C2H2 zinc finger protein, expressed"
1.124251366,0.000148652,0.007737184,LOC_Os05g04630,LOC_Os05g04630,LOC_Os05g04630,"retrotransposon protein, putative, SINE subclass, expressed"
1.122674227,0.001095313,0.018209748,LOC_Os04g49748,LOC_Os04g49748,LOC_Os04g49748,"purine permease, putative, expressed"
1.122241378,0.000119148,0.006984248,LOC_Os01g62130,LOC_Os01g62130,LOC_Os01g62130,"ZOS1-14 - C2H2 zinc finger protein, expressed"
1.121693492,0.013132713,0.076727909,LOC_Os04g17500,LOC_Os04g17500,LOC_Os04g17500,expressed protein
1.121445179,0.002025121,0.024528888,LOC_Os05g41480,LOC_Os05g41480,LOC_Os05g41480,"domain of unknown function, DUF250 domain containing protein, expressed"
1.120937824,5.75407E-07,0.002192403,LOC_Os04g40100,LOC_Os04g40100,LOC_Os04g40100,"BTBN11 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with non-phototropic hypocotyl 3 NPH3 domain, expressed"
1.120749712,0.001620587,0.02186097,LOC_Os06g44180,LOC_Os06g44180,LOC_Os06g44180,"NAD dependent epimerase/dehydratase family protein, putative, expressed"
1.120748043,0.00644009,0.048328923,LOC_Os07g40320,LOC_Os07g40320,LOC_Os07g40320,"vesicle transport protein GOT1B, putative, expressed"
1.119999409,0.000399025,0.011246749,LOC_Os05g10730,LOC_Os05g10730,LOC_Os05g10730,"ABC transporter, ATP-binding protein, putative, expressed"
1.119694471,0.001202557,0.018841706,LOC_Os11g31060,LOC_Os11g31060,LOC_Os11g31060,"IQ calmodulin-binding and BAG domain containing protein, putative, expressed"
1.119307756,0.001194937,0.018814866,LOC_Os03g48950,LOC_Os03g48950,LOC_Os03g48950,expressed protein
1.118999064,0.01552954,0.085491646,LOC_Os07g31010,LOC_Os07g31010,LOC_Os07g31010,expressed protein
1.118370891,0.001136635,0.018436015,LOC_Os01g12760,LOC_Os01g12760,LOC_Os01g12760,"cytochrome P450, putative, expressed"
1.11787498,0.003640398,0.03417126,LOC_Os08g31280,LOC_Os08g31280,LOC_Os08g31280,"DC1, putative, expressed"
1.117483214,0.006955497,0.050681291,LOC_Os02g43820,LOC_Os02g43820,LOC_Os02g43820,"AP2 domain containing protein, expressed"
1.117294133,0.000856678,0.016102594,LOC_Os07g03000,LOC_Os07g03000,LOC_Os07g03000,"receptor-like protein kinase precursor, putative, expressed"
1.117143154,7.74195E-06,0.004079812,LOC_Os03g50870,LOC_Os03g50870,LOC_Os03g50870,expressed protein
1.117103577,6.01297E-05,0.005789999,LOC_Os02g06640,LOC_Os02g06640,LOC_Os02g06640,"ubiquitin family protein, putative, expressed"
1.116849333,0.001398591,0.020303441,LOC_Os12g01955,LOC_Os12g01955,LOC_Os12g01955,expressed protein
1.116228104,6.29166E-05,0.005789999,LOC_Os11g09280,LOC_Os11g09280,LOC_Os11g09280,"OsPDIL1-1 protein disulfide isomerase PDIL1-1, expressed"
1.116140366,0.000159738,0.007948008,LOC_Os03g05310,LOC_Os03g05310,LOC_Os03g05310,"pheophorbide a oxygenase, chloroplast precursor, putative, expressed"
1.116069436,0.016130208,0.087638592,LOC_Os09g31430,LOC_Os09g31430,LOC_Os09g31430,"Os9bglu30 - beta-glucosidase, similar to Os4bglu12 exoglucanase, expressed"
1.115276337,0.003571284,0.03382591,LOC_Os03g22960,LOC_Os03g22960,LOC_Os03g22960,expressed protein
1.11523366,0.011119766,0.06886106,LOC_Os02g44920,LOC_Os02g44920,LOC_Os02g44920,"protein kinase domain containing protein, expressed"
1.115073398,0.004465934,0.038561191,LOC_Os11g07010,LOC_Os11g07010,LOC_Os11g07010,expressed protein
1.114772558,6.93637E-06,0.003982428,LOC_Os03g09840,LOC_Os03g09840,LOC_Os03g09840,"C2 domain containing protein, putative, expressed"
1.113083839,0.000628886,0.014005243,LOC_Os01g63210,LOC_Os01g63210,LOC_Os01g63210,"SOUL heme-binding protein, putative, expressed"
1.112915277,0.000679802,0.014544164,LOC_Os01g72970,LOC_Os01g72970,LOC_Os01g72970,"DUF630/DUF632 domains containing protein, putative, expressed"
1.11207056,2.29269E-05,0.004779519,LOC_Os12g43550,LOC_Os12g43550,LOC_Os12g43550,"ras-related protein, putative, expressed"
1.111732006,0.017651971,0.093118871,LOC_Os07g42910,LOC_Os07g42910,LOC_Os07g42910,"cytochrome c oxidase subunit, putative, expressed"
1.111549616,0.000139836,0.007523505,LOC_Os11g33090,LOC_Os11g33090,LOC_Os11g33090,"amidase, putative, expressed"
1.111325145,0.001275683,0.019333051,LOC_Os01g47570,LOC_Os01g47570,LOC_Os01g47570,expressed protein
1.110800266,0.000198886,0.008575841,LOC_Os02g14770,LOC_Os02g14770,LOC_Os02g14770,"phosphoenolpyruvate carboxylase, putative, expressed"
1.110332012,0.008061293,0.055844378,LOC_Os03g21030,LOC_Os03g21030,LOC_Os03g21030,"no apical meristem protein, putative, expressed"
1.108844757,0.000430192,0.011654958,LOC_Os05g02130,LOC_Os05g02130,LOC_Os05g02130,"ankyrin repeat domain-containing protein 28, putative, expressed"
1.108618021,0.014802685,0.083142606,LOC_Os03g55010,LOC_Os03g55010,LOC_Os03g55010,"UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed"
1.108613729,6.48142E-05,0.005789999,LOC_Os02g38029,LOC_Os02g38029,LOC_Os02g38029,expressed protein
1.108461738,0.00052019,0.012712645,LOC_Os09g03190,LOC_Os09g03190,LOC_Os09g03190,expressed protein
1.10836792,0.001453522,0.020603583,LOC_Os07g05400,LOC_Os07g05400,LOC_Os07g05400,"ferredoxin--NADP reductase, chloroplast precursor, putative, expressed"
1.107831001,0.000240777,0.009296672,LOC_Os05g32630,LOC_Os05g32630,LOC_Os05g32630,"mitochondrial carrier protein, putative, expressed"
1.107580185,0.000807134,0.015588962,LOC_Os03g03450,LOC_Os03g03450,LOC_Os03g03450,"anthranilate phosphoribosyltransferase, chloroplast precursor, putative, expressed"
1.107550621,0.000171965,0.008132738,LOC_Os01g53260,LOC_Os01g53260,LOC_Os01g53260,"WRKY23, expressed"
1.107533932,1.16588E-05,0.004193319,LOC_Os05g30350,LOC_Os05g30350,LOC_Os05g30350,"Os5bglu22 - beta-glucosidase homologue, similar to G. max isohydroxyurate hydrolase, expressed"
1.107241154,7.77769E-06,0.004079812,LOC_Os11g39220,LOC_Os11g39220,LOC_Os11g39220,"acyl-coenzyme A oxidase, putative, expressed"
1.106242657,1.40635E-05,0.004286233,LOC_Os06g06490,LOC_Os06g06490,LOC_Os06g06490,"U-box domain containing heat shock protein, putative, expressed"
1.105805397,0.000103129,0.006680562,LOC_Os02g09420,LOC_Os02g09420,LOC_Os02g09420,"cyclase family protein, putative, expressed"
1.104992867,0.000193202,0.008461333,LOC_Os01g21320,LOC_Os01g21320,LOC_Os01g21320,"NAD dependent epimerase/dehydratase family domain containing protein, expressed"
1.10455513,2.60884E-06,0.003915718,LOC_Os09g38772,LOC_Os09g38772,LOC_Os09g38772,"MOSC domain-containing protein, mitochondrial precursor, putative, expressed"
1.104476452,0.003554115,0.03372086,LOC_Os02g42990,LOC_Os02g42990,LOC_Os02g42990,"OsSAUR11 - Auxin-responsive SAUR gene family member, expressed"
1.104175806,0.003736159,0.034759136,LOC_Os03g51010,LOC_Os03g51010,LOC_Os03g51010,"hydrolase, alpha/beta fold family domain containing protein, expressed"
1.103391171,0.001032353,0.017637531,LOC_Os06g09820,LOC_Os06g09820,LOC_Os06g09820,"cupin superfamily protein, putative, expressed"
1.103235722,0.000364471,0.010874002,LOC_Os03g31180,LOC_Os03g31180,LOC_Os03g31180,"diacylglycerol kinase 1, putative, expressed"
1.103082895,0.001067276,0.017952235,LOC_Os01g51210,LOC_Os01g51210,LOC_Os01g51210,"uncharacterized protein PA4923, putative, expressed"
1.102142274,0.001134217,0.018429707,LOC_Os02g04630,LOC_Os02g04630,LOC_Os02g04630,"sodium/calcium exchanger protein, putative, expressed"
1.102052689,0.000425019,0.011582177,LOC_Os11g02389,LOC_Os11g02389,LOC_Os11g02389,"protease inhibitor/seed storage/LTP family, putative, expressed"
1.100584865,8.62592E-05,0.006425944,LOC_Os01g52980,LOC_Os01g52980,LOC_Os01g52980,"OsFBX23 - F-box domain containing protein, expressed"
1.1000669,9.4612E-06,0.004079812,LOC_Os02g44990,LOC_Os02g44990,LOC_Os02g44990,"OsFBDUF13 - F-box and DUF domain containing protein, expressed"
1.099823952,0.010276349,0.065159201,LOC_Os04g56700,LOC_Os04g56700,LOC_Os04g56700,"naringenin,2-oxoglutarate 3-dioxygenase, putative, expressed"
1.099821806,0.013047236,0.076395046,LOC_Os01g45250,LOC_Os01g45250,LOC_Os01g45250,"DUF1645 domain containing protein, putative, expressed"
1.099793434,0.001637902,0.02200954,LOC_Os11g07940,LOC_Os11g07940,LOC_Os11g07940,expressed protein
1.09945488,0.008320877,0.056965794,LOC_Os02g34930,LOC_Os02g34930,LOC_Os02g34930,expressed protein
1.099436283,0.003151245,0.031521472,LOC_Os01g64890,LOC_Os01g64890,LOC_Os01g64890,"CorA-like magnesium transporter protein, putative, expressed"
1.099392653,0.014274559,0.081265322,LOC_Os06g01966,LOC_Os06g01966,LOC_Os06g01966,"auxin-induced protein 5NG4, putative, expressed"
1.098896027,6.41318E-05,0.005789999,LOC_Os05g23320,LOC_Os05g23320,LOC_Os05g23320,expressed protein
1.098552763,0.003561788,0.033766985,LOC_Os02g36840,LOC_Os02g36840,LOC_Os02g36840,"cytokinin-O-glucosyltransferase 2, putative, expressed"
1.098202586,0.017531303,0.092688857,LOC_Os01g21630,LOC_Os01g21630,LOC_Os01g21630,"pectinacetylesterase domain containing protein, expressed"
1.098137379,0.000117221,0.006984248,LOC_Os01g46080,LOC_Os01g46080,LOC_Os01g46080,"GDSL-like lipase/acylhydrolase, putative, expressed"
1.09804821,9.88562E-05,0.006612087,LOC_Os03g15890,LOC_Os03g15890,LOC_Os03g15890,"RNA recognition motif containing protein, expressed"
1.097725511,0.008463356,0.057593147,LOC_Os04g33350,LOC_Os04g33350,LOC_Os04g33350,expressed protein
1.097126961,0.003367043,0.03259804,LOC_Os03g62590,LOC_Os03g62590,LOC_Os03g62590,"oxidoreductase, short chain dehydrogenase/reductase family domain containing protein, expressed"
1.096790671,0.001411855,0.020341577,LOC_Os07g48790,LOC_Os07g48790,LOC_Os07g48790,"SNF1-related protein kinase regulatory subunit beta-1, putative, expressed"
1.095718145,6.2946E-05,0.005789999,LOC_Os05g10620,LOC_Os05g10620,LOC_Os05g10620,"no apical meristem protein, putative, expressed"
1.095304012,0.014023808,0.080219169,LOC_Os10g40950,LOC_Os10g40950,LOC_Os10g40950,"polyol transporter 5, putative, expressed"
1.095179945,0.009598281,0.06232117,LOC_Os10g35300,LOC_Os10g35300,LOC_Os10g35300,"dof zinc finger domain containing protein, putative, expressed"
1.093323231,7.87673E-05,0.0062165,LOC_Os08g01780,LOC_Os08g01780,LOC_Os08g01780,"OsIAA25 - Auxin-responsive Aux/IAA gene family member, expressed"
1.092788339,0.001108431,0.018253475,LOC_Os04g51796,LOC_Os04g51796,LOC_Os04g51796,"DNA repair ATPase-related, putative, expressed"
1.092299461,0.017366223,0.092113772,LOC_Os03g13300,LOC_Os03g13300,LOC_Os03g13300,"glutamate decarboxylase, putative, expressed"
1.092148542,0.005683456,0.044684865,LOC_Os05g02140,LOC_Os05g02140,LOC_Os05g02140,"clathrin assembly protein, putative, expressed"
1.091877937,0.000516093,0.012656813,LOC_Os02g42890,LOC_Os02g42890,LOC_Os02g42890,"cytochrome b561, putative, expressed"
1.090762973,0.001434555,0.020524838,LOC_Os01g08810,LOC_Os01g08810,LOC_Os01g08810,"cytochrome P450, putative, expressed"
1.088741422,0.013083436,0.076553536,LOC_Os08g07240,LOC_Os08g07240,LOC_Os08g07240,expressed protein
